time_tick,accr_X_value,accr_Y_value,accr_Z_value
0.006906,-0.000002,0.000000,0.000000
0.037760,3.365861,1.956668,0.000000
0.071050,7.009070,2.713849,0.000000
0.104404,7.101653,5.138685,0.000000
0.137730,6.266103,3.073993,0.000000
0.171106,5.164468,2.042500,0.000000
0.203965,5.480856,3.263856,0.000000
0.237780,6.091646,3.553235,0.000000
0.271109,5.791664,3.525296,0.000000
0.304378,5.085648,2.911871,0.000000
0.337791,5.198742,3.424626,0.000000
0.371141,5.737139,3.449442,0.000000
0.404516,5.371710,3.724417,0.000000
0.437766,2.668799,3.922535,0.000000
0.471131,1.623917,3.180702,0.000000
0.504474,2.130969,3.181691,0.000000
0.537789,2.839820,3.983416,0.000000
0.571147,2.889783,3.737496,0.000000
0.604463,2.892454,3.358794,0.000000
0.637770,3.062395,3.396975,0.000000
0.671078,2.939138,3.237706,0.000000
0.704443,2.438266,3.237806,0.000000
0.737810,2.847784,3.244427,0.000000
0.771151,1.170993,3.395957,0.000000
0.804496,1.861040,3.389967,0.000000
0.837818,1.988601,3.776405,0.000000
0.871150,2.772167,4.394288,0.000000
0.904420,2.879906,4.375705,0.000000
0.937740,2.899946,3.855462,0.000000
0.971112,2.752599,3.762798,0.000000
1.004235,2.953276,3.887589,0.000000
1.037745,2.764189,3.893944,0.000000
1.071091,2.961978,4.125519,0.000000
1.104418,3.188822,4.128407,0.000000
1.137715,3.277485,4.005939,0.000000
1.171189,3.381386,4.046424,0.000000
1.204397,3.355793,3.909455,0.000000
1.237742,3.069499,3.828736,0.000000
1.271070,2.958925,3.871077,0.000000
1.304380,2.867243,3.867065,0.000000
1.337731,2.761758,3.815925,0.000000
1.371054,2.894639,3.817773,0.000000
1.404382,2.912534,3.840525,0.000000
1.437770,2.899332,3.849293,0.000000
1.471090,2.957340,3.831907,0.000000
1.504381,3.011265,3.858785,0.000000
1.537721,3.008690,3.871985,0.000000
1.571058,3.083193,3.806314,0.000000
1.604384,3.005527,3.829275,0.000000
1.637724,2.992133,3.842333,0.000000
1.671055,2.950169,3.848049,0.000000
1.704391,2.974272,3.856273,0.000000
1.737724,2.954123,3.851502,0.000000
1.771057,3.000193,3.816548,0.000000
1.804328,3.008136,3.810313,0.000000
1.837729,3.043230,3.828179,0.000000
1.871054,3.043776,3.810500,0.000000
1.904378,2.982537,3.777288,0.000000
1.937725,2.992304,3.831738,0.000000
1.971118,3.038353,3.860915,0.000000
2.004383,2.988793,3.821540,0.000000
2.037720,2.999162,3.826855,0.000000
2.071099,3.020021,3.834398,0.000000
2.104377,3.006600,3.836414,0.000000
2.137718,2.994886,3.861901,0.000000
2.171043,3.013512,3.882175,0.000000
2.204372,3.030820,3.826478,0.000000
2.237770,3.009946,3.838211,0.000000
2.271121,3.088357,3.855224,0.000000
2.304430,2.997358,3.832426,0.000000
2.337721,3.023819,3.784117,0.000000
2.371051,3.002105,3.903400,0.000000
2.404392,3.057922,3.877435,0.000000
2.437720,3.032186,3.907109,0.000000
2.471051,3.003096,3.873943,0.000000
2.504380,3.049288,3.878279,0.000000
2.537720,3.067600,3.855577,0.000000
2.571050,3.059274,3.800486,0.000000
2.604401,3.054486,3.819132,0.000000
2.637718,3.010561,3.875975,0.000000
2.671053,3.004189,3.875521,0.000000
2.704381,3.045320,3.836005,0.000000
2.737722,3.016176,3.852130,0.000000
2.771051,3.045252,3.851175,0.000000
2.804389,3.037738,3.865088,0.000000
2.837719,3.062286,3.882637,0.000000
2.871052,3.072108,3.865893,0.000000
2.904445,3.057232,3.828251,0.000000
2.937719,3.033620,3.810652,0.000000
2.971132,3.032008,3.855312,0.000000
3.004388,3.016551,3.842465,0.000000
3.037748,2.979361,3.819924,0.000000
3.071045,3.031721,3.794584,0.000000
3.104374,3.034829,3.869029,0.000000
3.137721,3.089470,3.897349,0.000000
3.171059,3.131039,3.928550,0.000000
3.204388,3.042444,3.871748,0.000000
3.237728,3.022439,3.844838,0.000000
3.271055,3.057826,3.892803,0.000000
3.304384,3.067197,3.868805,0.000000
3.338299,3.074908,3.844038,0.000000
3.371054,3.062368,3.861497,0.000000
3.404406,3.029112,3.881850,0.000000
3.437714,3.049145,3.845404,0.000000
3.471123,3.046604,3.867330,0.000000
3.504439,3.013676,3.863105,0.000000
3.537719,3.044596,3.845442,0.000000
3.571050,3.046488,3.868987,0.000000
3.604403,3.078904,3.857240,0.000000
3.637820,3.067948,3.835269,0.000000
3.671053,3.049152,3.834311,0.000000
3.704381,3.031851,3.846591,0.000000
3.737761,3.009250,3.885064,0.000000
3.771060,3.028224,3.821257,0.000000
3.804412,2.985645,3.807125,0.000000
3.837719,3.047424,3.781726,0.000000
3.871052,3.059254,3.867863,0.000000
3.904376,3.115200,3.922715,0.000000
3.937711,3.116101,3.960557,0.000000
3.971053,3.016264,3.846383,0.000000
4.004579,3.028975,3.818271,0.000000
4.037717,3.061549,3.856248,0.000000
4.071057,3.064233,3.849941,0.000000
4.104394,3.109531,3.847070,0.000000
4.137723,3.077203,3.850488,0.000000
4.171057,3.069055,3.849598,0.000000
4.204401,3.076636,3.834885,0.000000
4.237736,3.029132,3.862308,0.000000
4.271067,3.019031,3.827935,0.000000
4.304387,3.037636,3.847858,0.000000
4.337726,3.081561,3.864947,0.000000
4.371056,3.098035,3.855793,0.000000
4.404412,3.096116,3.852857,0.000000
4.437721,3.080755,3.846572,0.000000
4.471054,3.041761,3.854558,0.000000
4.504402,3.041386,3.866780,0.000000
4.537550,3.022671,3.856420,0.000000
4.571812,3.050852,3.831717,0.000000
4.604435,3.069929,3.839264,0.000000
4.637726,3.090584,3.797556,0.000000
4.671144,3.100733,3.828685,0.000000
4.704780,3.122119,3.882176,0.000000
4.737734,3.118041,3.931506,0.000000
4.771066,3.063782,3.881590,0.000000
4.804459,3.049268,3.848744,0.000000
4.837850,3.085085,3.876301,0.000000
4.871117,3.147042,3.833837,0.000000
4.904438,3.101690,3.845184,0.000000
4.937738,3.082941,3.869290,0.000000
4.971052,3.047868,3.891382,0.000000
5.004418,3.048298,3.841611,0.000000
5.037713,3.061173,3.884223,0.000000
5.071066,3.065886,3.862348,0.000000
5.104431,3.086069,3.824629,0.000000
5.137720,3.102318,3.871671,0.000000
5.171132,3.066658,3.829412,0.000000
5.204392,3.074219,3.859078,0.000000
5.237770,3.056358,3.832985,0.000000
5.271071,3.041215,3.829157,0.000000
5.304388,3.057874,3.845382,0.000000
5.337762,3.031100,3.884904,0.000000
5.371130,3.047847,3.817886,0.000000
5.404404,3.091717,3.853976,0.000000
5.437730,3.072893,3.773834,0.000000
5.471054,3.069752,3.843267,0.000000
5.504380,3.061740,3.956434,0.000000
5.537724,3.068932,3.894483,0.000000
5.571050,3.025239,3.876135,0.000000
5.604420,3.028422,3.842641,0.000000
5.637724,3.122173,3.879071,0.000000
5.671150,3.144371,3.823634,0.000000
5.704457,3.110699,3.790289,0.000000
5.737721,3.059581,3.914141,0.000000
5.771065,3.028347,3.905024,0.000000
5.804416,3.013915,3.851768,0.000000
5.837783,3.041420,3.883835,0.000000
5.871086,3.076104,3.843100,0.000000
5.904400,3.056310,3.823320,0.000000
5.937757,3.070004,3.870178,0.000000
5.971129,3.058659,3.814406,0.000000
6.004413,3.044821,3.832921,0.000000
6.037786,3.051754,3.824993,0.000000
6.071055,3.047786,3.843676,0.000000
6.104401,3.039064,3.889712,0.000000
6.137760,3.005172,3.847334,0.000000
6.171076,3.064076,3.847245,0.000000
6.204210,3.102065,3.770124,0.000000
6.237737,3.105234,3.821438,0.000000
6.271137,3.042185,3.963352,0.000000
6.304389,3.089846,3.916816,0.000000
6.337776,3.001286,3.828147,0.000000
6.371055,3.058775,3.867713,0.000000
6.404403,3.087654,3.916959,0.000000
6.437797,3.154583,3.866347,0.000000
6.471046,3.108916,3.837434,0.000000
6.504466,3.065640,3.899490,0.000000
6.537719,3.061958,3.919979,0.000000
6.571139,3.046645,3.874763,0.000000
6.604400,3.024782,3.872380,0.000000
6.637720,3.045969,3.846315,0.000000
6.671061,3.064731,3.876449,0.000000
6.704442,3.078672,3.913108,0.000000
6.737800,3.096553,3.888917,0.000000
6.771056,3.077497,3.859487,0.000000
6.804479,3.060565,3.849259,0.000000
6.837722,3.038346,3.852147,0.000000
6.871059,3.011982,3.844948,0.000000
6.904391,3.081875,3.913267,0.000000
6.937722,3.043749,3.893732,0.000000
6.971050,3.102666,3.755350,0.000000
7.004397,3.093268,3.921497,0.000000
7.037720,3.114052,3.932406,0.000000
7.071058,3.049760,3.875632,0.000000
7.104386,3.013717,3.862153,0.000000
7.137721,3.102974,3.909597,0.000000
7.171059,3.082674,3.922220,0.000000
7.204451,3.100139,3.855551,0.000000
7.237732,3.101867,3.899522,0.000000
7.271053,3.051870,3.923605,0.000000
7.304396,3.060463,3.899739,0.000000
7.337723,3.023901,3.872613,0.000000
7.371060,3.043852,3.852034,0.000000
7.404431,3.056037,3.897290,0.000000
7.437754,3.057266,3.895230,0.000000
7.471059,3.071965,3.906021,0.000000
7.504454,3.078358,3.888566,0.000000
7.537800,3.052055,3.920583,0.000000
7.571062,3.042923,3.863565,0.000000
7.604403,3.035464,3.907232,0.000000
7.637795,3.066979,3.875654,0.000000
7.671057,3.021155,3.908254,0.000000
7.704393,3.011483,3.821632,0.000000
7.737740,3.041570,3.924486,0.000000
7.771058,3.084908,3.962139,0.000000
7.804388,3.111026,3.934226,0.000000
7.837800,3.062361,3.891191,0.000000
7.871061,3.046734,3.887863,0.000000
7.904392,3.082784,3.922370,0.000000
7.937761,3.075332,3.889368,0.000000
7.971121,3.118089,3.862249,0.000000
8.004417,3.058823,3.893111,0.000000
8.037764,3.096212,3.928828,0.000000
8.071057,3.082456,3.923619,0.000000
8.104405,3.054513,3.868982,0.000000
8.137726,3.027643,3.879901,0.000000
8.171052,3.053100,3.907633,0.000000
8.204419,3.067470,3.904150,0.000000
8.237821,3.068304,3.894887,0.000000
8.271058,3.085522,3.932050,0.000000
8.304391,3.084430,3.899984,0.000000
8.337728,3.059909,3.918792,0.000000
8.371056,3.064929,3.905368,0.000000
8.404400,3.041447,3.888881,0.000000
8.437795,3.040539,3.906109,0.000000
8.471056,3.096833,3.922682,0.000000
8.504512,3.060305,3.854392,0.000000
8.537726,3.068297,3.857315,0.000000
8.571313,3.066432,3.916535,0.000000
8.604485,3.092079,3.940036,0.000000
8.637793,3.053004,3.947946,0.000000
8.671055,3.054616,3.878947,0.000000
8.704393,3.073925,3.894507,0.000000
8.737746,3.118287,3.909388,0.000000
8.771055,3.088036,3.859919,0.000000
8.804472,3.083241,3.873220,0.000000
8.837719,3.048004,3.907953,0.000000
8.871135,3.075093,3.903886,0.000000
8.904491,3.062559,3.888808,0.000000
8.937745,3.050299,3.869803,0.000000
8.971064,3.059424,3.889950,0.000000
9.004464,3.095454,3.925182,0.000000
9.037788,3.079328,3.901570,0.000000
9.071079,3.075113,3.905904,0.000000
9.104466,3.104920,3.912431,0.000000
9.137773,3.091847,3.878849,0.000000
9.170980,3.098568,3.904320,0.000000
9.204400,3.093589,3.919434,0.000000
9.237721,3.061309,3.875606,0.000000
9.271067,3.070599,3.893257,0.000000
9.304396,3.090208,3.908385,0.000000
9.337728,3.072566,3.879962,0.000000
9.371065,3.115459,3.928750,0.000000
9.404377,3.065250,3.875442,0.000000
9.437727,3.077811,3.876483,0.000000
9.471060,3.100453,3.931887,0.000000
9.504476,3.117645,3.942659,0.000000
9.537727,3.043510,3.893029,0.000000
9.571062,3.047034,3.877326,0.000000
9.604397,3.122474,3.921875,0.000000
9.637800,3.129195,3.924950,0.000000
9.671072,3.109565,3.904680,0.000000
9.704390,3.082913,3.923352,0.000000
9.737723,3.048776,3.914275,0.000000
9.771054,3.035191,3.929971,0.000000
9.804509,3.059786,3.910453,0.000000
9.837775,3.035730,3.893318,0.000000
9.871075,3.086663,3.897312,0.000000
9.904410,3.065018,3.907358,0.000000
9.937796,3.096799,3.895677,0.000000
9.971062,3.092872,3.892165,0.000000
10.004427,3.065524,3.878847,0.000000
10.037725,3.036031,3.922080,0.000000
10.071139,3.041625,3.942284,0.000000
10.104381,3.056890,3.921529,0.000000
10.137736,3.040074,3.904779,0.000000
10.171058,3.076425,3.910897,0.000000
10.204386,3.076377,3.886257,0.000000
10.237810,3.114892,3.907205,0.000000
10.271063,3.103035,3.907707,0.000000
10.304824,3.083508,3.833913,0.000000
10.337722,3.079594,3.973543,0.000000
10.371076,3.082859,4.013370,0.000000
10.404475,3.046843,3.901103,0.000000
10.437723,3.027500,3.901987,0.000000
10.471050,3.100651,3.969540,0.000000
10.504400,3.105583,3.898505,0.000000
10.537727,3.051508,3.861074,0.000000
10.571061,3.073010,3.882585,0.000000
10.604402,3.047909,3.949333,0.000000
10.637731,3.080885,3.929149,0.000000
10.671065,3.044808,3.917576,0.000000
10.704528,3.052621,3.857747,0.000000
10.737721,3.068215,3.897238,0.000000
10.771063,3.037144,3.938561,0.000000
10.804397,3.051870,3.917123,0.000000
10.837747,3.036127,3.905771,0.000000
10.871084,3.039460,3.918160,0.000000
10.904397,3.068877,3.891279,0.000000
10.937719,3.065469,3.892365,0.000000
10.971066,3.060210,3.927561,0.000000
11.004397,3.048066,3.918818,0.000000
11.037714,3.093015,3.878866,0.000000
11.071056,3.099866,3.908345,0.000000
11.104475,3.099832,3.806507,0.000000
11.138053,3.038155,3.937174,0.000000
11.171200,3.033791,4.004810,0.000000
11.204431,3.010588,3.931425,0.000000
11.237732,2.955319,3.936611,0.000000
11.271135,3.070633,3.962205,0.000000
11.304478,3.101963,3.977651,0.000000
11.337730,3.127842,3.886458,0.000000
11.371148,3.081233,3.936045,0.000000
11.404389,3.054677,3.961095,0.000000
11.437721,3.080550,3.941024,0.000000
11.471061,3.070155,3.888092,0.000000
11.504400,3.066425,3.847515,0.000000
11.537780,3.073467,3.888382,0.000000
11.570287,3.047963,3.925317,0.000000
11.604396,3.059971,3.899564,0.000000
11.637734,3.068106,3.890245,0.000000
11.671105,3.082804,3.895929,0.000000
11.704407,3.074027,3.898105,0.000000
11.737746,3.070633,3.913155,0.000000
11.771133,3.041065,3.909016,0.000000
11.804469,3.041010,3.929636,0.000000
11.837733,3.072292,3.897485,0.000000
11.871065,3.091649,3.922873,0.000000
11.904386,3.106744,3.789942,0.000000
11.937728,3.060504,3.902598,0.000000
11.971064,3.139611,4.003869,0.000000
12.004405,3.094484,3.948283,0.000000
12.037738,3.034480,3.906893,0.000000
12.071058,3.146086,3.957467,0.000000
12.104473,3.120677,3.987154,0.000000
12.137735,3.112440,3.945844,0.000000
12.171133,3.095406,3.917638,0.000000
12.204394,3.026981,3.946198,0.000000
12.237733,3.062757,3.952781,0.000000
12.271183,3.046597,3.919028,0.000000
12.304391,3.066487,3.897668,0.000000
12.337723,3.089744,3.934009,0.000000
12.371153,3.113103,3.958905,0.000000
12.404393,3.085721,3.932424,0.000000
12.437726,3.072948,3.946125,0.000000
12.471054,3.059909,3.944250,0.000000
12.504387,3.050900,3.919481,0.000000
12.537718,3.049671,3.922415,0.000000
12.571086,3.042465,3.923870,0.000000
12.604397,3.049124,3.902804,0.000000
12.637721,3.058215,3.923164,0.000000
12.671050,3.084293,3.938231,0.000000
12.704374,3.109012,3.893322,0.000000
12.737719,3.089013,3.948646,0.000000
12.771067,3.097851,3.868501,0.000000
12.804389,3.051071,3.938928,0.000000
12.837728,3.073836,4.042003,0.000000
12.871167,3.050033,4.000498,0.000000
12.904401,3.054889,3.915224,0.000000
12.937778,3.049063,3.934068,0.000000
12.971045,3.131066,3.958336,0.000000
13.004394,3.087968,3.918470,0.000000
13.037731,3.132815,3.922631,0.000000
13.071050,3.050893,3.943728,0.000000
13.104392,3.055244,3.932830,0.000000
13.137728,3.057498,3.964606,0.000000
13.171050,3.062074,3.912784,0.000000
13.204420,3.045470,3.911013,0.000000
13.237720,3.053769,3.958245,0.000000
13.271066,3.064124,3.942259,0.000000
13.304412,3.074888,3.916288,0.000000
13.337723,3.096847,3.930421,0.000000
13.371057,3.069554,3.899535,0.000000
13.404725,3.052731,3.923853,0.000000
13.437728,3.062539,3.945268,0.000000
13.471059,3.077101,3.957030,0.000000
13.504397,3.038900,3.939293,0.000000
13.537727,3.058653,3.914342,0.000000
13.571081,3.071657,3.937872,0.000000
13.604388,3.053776,3.950140,0.000000
13.637720,3.041037,3.912265,0.000000
13.671077,3.046010,3.908281,0.000000
13.704411,3.080625,3.924073,0.000000
13.737728,3.103725,3.899349,0.000000
13.771066,3.031844,3.955393,0.000000
13.804382,3.051454,3.879184,0.000000
13.837712,3.045395,3.989772,0.000000
13.871050,3.090071,4.004188,0.000000
13.904395,3.100139,4.027108,0.000000
13.937741,3.076192,3.946533,0.000000
13.971052,3.055989,3.979744,0.000000
14.004411,3.141783,4.003469,0.000000
14.037745,3.080803,3.937284,0.000000
14.071089,3.097311,3.921505,0.000000
14.104463,3.051064,3.961536,0.000000
14.137826,3.053783,3.918166,0.000000
14.171054,3.060947,3.962927,0.000000
14.204385,3.079403,3.954531,0.000000
14.237726,3.069082,3.927022,0.000000
14.271063,3.105323,3.953930,0.000000
14.304393,3.111744,3.959505,0.000000
14.337751,3.096191,3.930311,0.000000
14.371054,3.094470,3.974872,0.000000
14.404418,3.054507,3.940692,0.000000
14.437732,3.036243,3.937733,0.000000
14.471056,3.051952,3.928757,0.000000
14.504387,3.071493,3.920337,0.000000
14.537720,3.062074,3.934832,0.000000
14.571058,3.065257,3.959390,0.000000
14.604394,3.076657,3.959766,0.000000
14.637740,3.062368,3.942777,0.000000
14.671053,3.024973,3.927629,0.000000
14.704397,3.032486,3.949460,0.000000
14.737724,3.030000,3.974165,0.000000
14.771060,3.034508,3.947006,0.000000
14.804390,3.029829,3.912843,0.000000
14.837722,3.062662,3.859976,0.000000
14.871065,3.052628,3.985660,0.000000
14.904396,3.065196,4.007513,0.000000
14.937712,3.032602,3.975470,0.000000
14.971032,3.004011,3.903955,0.000000
15.004395,3.049978,3.964677,0.000000
15.037709,3.107919,4.013706,0.000000
15.071034,3.068973,3.919865,0.000000
15.104388,3.064199,3.887696,0.000000
15.137726,3.009960,3.927368,0.000000
15.171059,3.042834,3.942235,0.000000
15.204421,3.028169,3.921851,0.000000
15.237726,3.004298,3.900245,0.000000
15.271062,3.044938,3.889305,0.000000
15.304382,3.046966,3.933316,0.000000
15.337729,3.047226,3.968185,0.000000
15.371160,3.055039,3.948965,0.000000
15.404398,3.023668,3.893716,0.000000
15.437719,3.026277,3.900720,0.000000
15.471090,3.039630,3.948232,0.000000
15.504381,3.025929,3.943353,0.000000
15.537721,3.017323,3.937888,0.000000
15.571055,3.017726,3.948586,0.000000
15.604437,3.033914,3.945504,0.000000
15.637721,3.005309,3.967357,0.000000
15.671054,2.992837,3.952087,0.000000
15.704381,3.053503,3.948745,0.000000
15.737724,3.066808,3.944581,0.000000
15.771075,3.078849,3.842486,0.000000
15.804392,3.037684,3.997094,0.000000
15.837725,3.044678,4.051061,0.000000
15.871055,3.022910,3.955734,0.000000
15.904393,2.929029,3.953502,0.000000
15.937742,3.016346,3.974019,0.000000
15.971053,3.060046,4.011054,0.000000
16.004473,3.066186,3.921812,0.000000
16.037748,3.002030,3.950881,0.000000
16.071109,3.040744,3.978805,0.000000
16.104393,2.992072,3.960821,0.000000
16.137733,2.970393,3.934427,0.000000
16.171165,3.028518,3.964030,0.000000
16.204412,3.023702,3.964100,0.000000
16.238063,3.044705,3.996405,0.000000
16.271060,3.041604,3.975572,0.000000
16.304392,3.002604,3.941849,0.000000
16.337753,2.996792,3.962293,0.000000
16.371048,3.052041,3.974361,0.000000
16.404385,3.019379,3.970940,0.000000
16.437725,3.028217,3.956834,0.000000
16.471058,3.021981,3.922829,0.000000
16.504382,3.020636,3.951907,0.000000
16.537776,3.009496,3.903528,0.000000
16.571059,3.079539,3.985269,0.000000
16.604393,3.020417,3.882851,0.000000
16.637716,3.023948,3.873964,0.000000
16.671054,3.040368,4.036523,0.000000
16.704390,3.109073,4.032922,0.000000
16.737691,3.031591,3.907839,0.000000
16.771065,3.025622,3.931072,0.000000
16.804393,3.096635,3.958679,0.000000
16.837722,3.058810,3.993057,0.000000
16.871053,3.060182,3.922517,0.000000
16.904395,2.990713,3.928810,0.000000
16.937723,2.999244,3.951916,0.000000
16.971054,3.040402,3.968641,0.000000
17.004388,3.040682,3.944234,0.000000
17.037717,3.032418,3.913945,0.000000
17.071097,3.055552,3.918790,0.000000
17.104393,3.037513,3.948314,0.000000
17.137716,3.036605,3.935474,0.000000
17.171056,3.063400,3.943422,0.000000
17.204382,3.034002,3.934100,0.000000
17.237722,3.035430,3.961107,0.000000
17.271060,3.046898,3.950752,0.000000
17.304396,3.015643,3.929600,0.000000
17.337728,3.008635,3.927933,0.000000
17.371049,2.999496,3.992738,0.000000
17.404427,3.029139,3.980388,0.000000
17.437724,3.047301,3.971123,0.000000
17.471050,3.046085,3.871890,0.000000
17.504393,3.024932,3.952721,0.000000
17.537724,3.061105,4.039897,0.000000
17.571054,3.056262,4.050224,0.000000
17.604396,3.052615,3.969332,0.000000
17.637756,3.042554,3.985372,0.000000
17.671079,3.141134,3.981352,0.000000
17.704396,3.043640,3.899751,0.000000
17.737751,3.048810,3.919852,0.000000
17.771071,3.006415,3.946653,0.000000
17.804405,3.021066,3.985695,0.000000
17.837696,3.056617,4.001386,0.000000
17.871071,3.042547,3.954048,0.000000
17.904409,3.014249,3.919591,0.000000
17.937718,3.035683,3.978102,0.000000
17.971048,3.024222,3.948249,0.000000
18.004393,3.008751,3.965784,0.000000
18.037734,3.065421,3.964600,0.000000
18.071047,3.068652,3.932379,0.000000
18.104389,3.071022,3.936313,0.000000
18.137750,3.058420,3.959806,0.000000
18.171061,3.018225,3.946529,0.000000
18.204399,3.015732,3.944915,0.000000
18.237711,3.031462,3.946866,0.000000
18.271063,3.026271,3.925865,0.000000
18.304389,3.055845,3.939681,0.000000
18.337724,3.042629,3.963028,0.000000
18.371051,3.026735,3.953453,0.000000
18.404393,3.089600,3.971315,0.000000
18.437727,3.036359,3.913297,0.000000
18.471060,3.034699,3.904986,0.000000
18.504382,3.031079,3.973879,0.000000
18.537731,3.051686,4.020788,0.000000
18.571060,2.996115,3.973493,0.000000
18.604392,2.990576,3.910726,0.000000
18.637776,3.033709,3.964559,0.000000
18.671129,3.074369,3.969639,0.000000
18.704393,3.021100,3.939764,0.000000
18.737741,3.059684,3.918346,0.000000
18.771107,3.024187,3.931617,0.000000
18.804440,3.068167,3.926933,0.000000
18.837749,3.051235,3.954382,0.000000
18.871093,3.027111,3.932456,0.000000
18.904451,3.016654,3.921512,0.000000
18.937732,3.040853,3.960261,0.000000
18.971044,3.047594,3.916899,0.000000
19.004418,3.063898,3.929997,0.000000
19.037562,3.047021,3.923480,0.000000
19.070716,3.023416,3.924184,0.000000
19.104401,3.004619,3.940901,0.000000
19.137713,2.986860,3.948066,0.000000
19.171060,3.028832,3.948807,0.000000
19.204447,3.063420,4.012897,0.000000
19.237743,3.051747,3.943432,0.000000
19.271067,3.019386,3.951633,0.000000
19.304399,3.018081,3.944370,0.000000
19.337717,2.995419,3.952379,0.000000
19.371054,2.970659,3.932850,0.000000
19.404393,3.062389,3.985755,0.000000
19.437715,3.048168,3.887989,0.000000
19.471109,3.005520,3.996368,0.000000
19.504414,3.012651,4.039854,0.000000
19.537726,3.017337,3.968179,0.000000
19.571079,2.960455,3.931717,0.000000
19.604404,3.010049,3.997795,0.000000
19.637772,3.086287,4.010565,0.000000
19.671040,3.052847,3.947124,0.000000
19.704392,3.037349,3.903959,0.000000
19.737739,3.026182,3.939613,0.000000
19.771113,3.039111,3.983971,0.000000
19.804389,3.010431,3.958415,0.000000
19.837794,2.963324,3.927716,0.000000
19.871062,2.964854,3.890248,0.000000
19.904400,2.999838,3.941537,0.000000
19.937734,3.047629,3.968268,0.000000
19.971064,3.043927,3.958871,0.000000
20.003559,3.015363,3.952248,0.000000
20.037716,3.035812,3.982115,0.000000
20.071069,3.056583,4.022991,0.000000
20.104388,3.004619,3.973641,0.000000
20.137785,2.997556,3.955030,0.000000
20.171044,2.968979,3.945830,0.000000
20.204377,2.941412,3.919415,0.000000
20.237731,3.039678,4.043788,0.000000
20.271064,3.069478,3.940219,0.000000
20.304436,3.025123,3.982522,0.000000
20.337736,3.032022,4.123530,0.000000
20.370883,3.084273,4.038636,0.000000
20.404393,2.983800,3.937423,0.000000
20.437732,3.028531,3.951190,0.000000
20.471111,3.096048,3.998523,0.000000
20.504389,3.105118,3.900048,0.000000
20.537722,3.065394,3.926152,0.000000
20.571062,2.985522,3.991306,0.000000
20.604390,2.936679,4.003297,0.000000
20.637731,2.889339,4.038969,0.000000
20.671066,2.920676,3.983047,0.000000
20.704395,2.989442,3.953255,0.000000
20.737738,3.031796,3.998539,0.000000
20.771080,3.059725,4.025332,0.000000
